ID;Travel_Date;Traveler;Home_Office;Origin_Airport_Code;Destination_Airport_Code;City_Pair_Names;Carrier_Code;Carrier_Name;Cabin_Class;Advance_Purchase_Group;International_Domestic;Customer_related_Trip;Opportunity_ID;Opportunity_Size ID;Opportunity_Size;Carrier_Alliance;Mileage;Ticket_Amount;Lost_over_Low_Fare_Amount;Carbon_Footprint;Count
49331;15/03/2017;E077964;PVG;ADL;MEL;Adelaide - Melbourne;Qantas Airways;Qantas Airways;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;OneWorld;399;164,16;0;171,14;1
49331;15/03/2017;E077964;PVG;MEL;ADL;Melbourne - Adelaide;Qantas Airways;Qantas Airways;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;OneWorld;399;476,01;0;171,14;1
49348;15/03/2017;E008072;SYD;TSV;BNE;Townsville - Brisbane;Virgin Australia;Virgin Australia;Y;2-6 days;Domestic;Yes;#N/A;#N/A;#N/A;No Alliance;682;125,42;0;292,83;1
49357;15/03/2017;E085186;SYD;SYD;AKL;Sydney - Auckland;Qantas Airways;Qantas Airways;Y;2-6 days;International;No;#N/A;#N/A;#N/A;OneWorld;1344;574,48;0;522,99;1
49512;15/03/2017;E033083;LHR;CDG;LHR;Paris - London;British Airways;British Airways;Y;2-6 days;International;No;#N/A;#N/A;#N/A;OneWorld;215;511,79;0;113,42;1
49512;15/03/2017;E033083;LHR;LHR;CDG;London - Paris;British Airways;British Airways;Y;2-6 days;International;No;#N/A;#N/A;#N/A;OneWorld;215;511,79;0;113,42;1
49595;15/03/2017;E091364;LHR;AMS;LGW;Amsterdam - London;British Airways;British Airways;Y;2-6 days;International;Yes;#N/A;#N/A;#N/A;OneWorld;227;306,55;0;120,31;1
49618;15/03/2017;E062171;LHR;AMS;LHR;Amsterdam - London;British Airways;British Airways;Y;2-6 days;International;No;#N/A;#N/A;#N/A;OneWorld;230;715,8;0;121,9;1
49630;15/03/2017;E244224;SFO;OAK;SAN;Oakland - San Diego;Southwest;Southwest;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;446;725,64;0;191,78;1
49630;15/03/2017;E244224;SFO;SAN;STL;San Diego - St. Louis;Southwest;Southwest;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;1556;725,64;0;605,67;1
49669;15/03/2017;E243642;SFO;SFO;LAS;San Francisco - Las Vegas;United;United;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;StarAlliance;414;147,37;0;177,59;1
49673;15/03/2017;E162497;PHL;ORD;PHL;Chicago - Philadelphia;United;United;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;StarAlliance;676;205,21;0;290,25;1
49700;15/03/2017;E165577;MEX;MIA;SJO;Miami - San Jose;American Airlines;American Airlines;C;2-6 days;International;Yes;#N/A;#N/A;#N/A;OneWorld;1125;838,93;0;437,97;1
49703;15/03/2017;E254387;SFO;MIA;SDQ;Miami - Santo Domingo;American Airlines;American Airlines;Y;2-6 days;International;No;#N/A;#N/A;#N/A;OneWorld;836;380,76;0;358,62;1
49761;15/03/2017;E058269;FRA;ZRH;CGN;Zurich - Cologne;Germanwings;Germanwings;Y;2-6 days;International;Yes;#N/A;#N/A;#N/A;No Alliance;244;190,32;0;129,32;1
49772;15/03/2017;E136636;SFO;AUS;BOS;Austin - Boston;JetBlue;JetBlue;Y;2-6 days;Domestic;Yes;#N/A;#N/A;#N/A;No Alliance;1697;474,71;0;660,66;1
49823;15/03/2017;E068446;SYD;MEL;SYD;Melbourne - Sydney;Qantas Airways;Qantas Airways;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;OneWorld;438;469,46;0;187,91;1
49823;15/03/2017;E068446;SYD;SYD;MEL;Sydney - Melbourne;Qantas Airways;Qantas Airways;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;OneWorld;438;469,46;283,23;187,91;1
49970;15/03/2017;E019045;FRA;FRA;BLR;Frankfurt - Bangalore;Lufthansa;Lufthansa;Y;0-1 days;International;Yes;#N/A;#N/A;#N/A;StarAlliance;4604;1370,32;0;1792,05;1
49970;15/03/2017;E019045;FRA;ZRH;FRA;Zurich - Frankfurt;Lufthansa;Lufthansa;Y;0-1 days;International;No;#N/A;#N/A;#N/A;StarAlliance;178;1370,32;0;94,34;1
50108;15/03/2017;E287858;SFO;LAS;LAX;Las Vegas - Los Angeles;Southwest;Southwest;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;236;0;0;125,08;1
50108;15/03/2017;E287858;SFO;LAS;LAX;Las Vegas - Los Angeles;Southwest;Southwest;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;236;0;0;125,08;1
50108;15/03/2017;E287858;SFO;LAX;LAS;Los Angeles - Las Vegas;Southwest;Southwest;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;236;0;0;125,08;1
50108;15/03/2017;E287858;SFO;LAX;LAS;Los Angeles - Las Vegas;Southwest;Southwest;Y;2-6 days;Domestic;Yes;#N/A;#N/A;#N/A;No Alliance;236;0;0;125,08;1
50111;15/03/2017;E097292;FRA;ZRH;HAJ;Zurich - Hanover;SWISS;SWISS;Y;0-1 days;International;No;#N/A;#N/A;#N/A;StarAlliance;349;625,06;0;149,64;1
22010;14/03/2017;E027507;LHR;CDG;LHR;Paris - London;British Airways;British Airways;Y;14-20 days;International;No;#N/A;#N/A;#N/A;OneWorld;215;0;0;113,42;1
22010;14/03/2017;E027507;LHR;LHR;CDG;London - Paris;British Airways;British Airways;Y;14-20 days;International;No;#N/A;#N/A;#N/A;OneWorld;215;0;0;113,42;1
36813;14/03/2017;E150199;DXB;SJC;LAS;San Jose - Las Vegas;Southwest;Southwest;Y;>20 days;Domestic;Yes;#N/A;#N/A;#N/A;No Alliance;386;113,66;29,65;165,55;1
38350;14/03/2017;E141101;FRA;PHX;LAS;Phoenix - Las Vegas;Southwest;Southwest;Y;>20 days;Domestic;Yes;#N/A;#N/A;#N/A;No Alliance;255;192,05;17,62;135,15;1
39480;14/03/2017;E249035;SFO;SLC;SJC;Salt Lake City - San Jose;Delta;Delta;Y;>20 days;Domestic;Yes;#N/A;#N/A;#N/A;SkyTeam;584;499,48;0;250,26;1
39925;14/03/2017;E247581;PHL;ATL;LAS;Atlanta - Las Vegas;Delta;Delta;Y;>20 days;Domestic;No;#N/A;#N/A;#N/A;SkyTeam;1743;524,52;218,44;678,6;1
40329;14/03/2017;E185592;MEX;MIA;LAS;Miami - Las Vegas;American Airlines;American Airlines;W;>20 days;Domestic;Yes;#N/A;#N/A;#N/A;OneWorld;2173;311,3;0;845,91;1
40329;14/03/2017;E185592;MEX;MIA;LAS;Miami - Las Vegas;American Airlines;American Airlines;W;>20 days;Domestic;Yes;#N/A;#N/A;#N/A;OneWorld;2173;780,39;0;845,91;1
40435;14/03/2017;E179068;SFO;DEN;SFO;Denver - San Francisco;Frontier;Frontier;Y;>20 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;964;173,04;0;414,09;1
42345;14/03/2017;E131959;PHL;PHL;LAS;Philadelphia - Las Vegas;American Airlines;American Airlines;Y;>20 days;Domestic;Yes;#N/A;#N/A;#N/A;OneWorld;2172;664,72;0;845,52;1
42345;14/03/2017;E131959;PHL;PHL;LAS;Philadelphia - Las Vegas;American Airlines;American Airlines;Y;>20 days;Domestic;Yes;#N/A;#N/A;#N/A;OneWorld;2172;699,68;0;845,52;1
43636;14/03/2017;E155559;MEX;ATL;PHX;Atlanta - Phoenix;Delta;Delta;Y;>20 days;Domestic;No;#N/A;#N/A;#N/A;SkyTeam;1584;574,21;0;616,59;1
43636;14/03/2017;E155559;MEX;HSV;ATL;Huntsville - Atlanta;Delta;Delta;Y;>20 days;Domestic;Yes;#N/A;#N/A;#N/A;SkyTeam;150;574,21;0;78,97;1
44198;14/03/2017;E013049;BLR;PHL;LAS;Philadelphia - Las Vegas;American Airlines;American Airlines;Y;>20 days;Domestic;No;#N/A;#N/A;#N/A;OneWorld;2172;380,24;0;845,52;1
44270;14/03/2017;E234438;SFO;SAN;BOS;San Diego - Boston;JetBlue;JetBlue;Y;>20 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;2584;483,68;0;1006,2;1
44540;14/03/2017;E035565;SYD;OAK;LAS;Oakland - Las Vegas;Southwest;Southwest;Y;14-20 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;407;0;0;174,58;1
44540;14/03/2017;E035565;SYD;OAK;LAS;Oakland - Las Vegas;Southwest;Southwest;Y;14-20 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;407;0;0;174,58;1
44845;14/03/2017;E157554;SFO;BRU;HAJ;Brussels - Hanover;Brussels Airlines;Brussels Airlines;Y;14-20 days;International;No;#N/A;#N/A;#N/A;StarAlliance;247;2146,22;0;130,91;1
45111;14/03/2017;E098863;LHR;LHR;ARN;London - Stockholm;British Airways;British Airways;Y;14-20 days;International;No;#N/A;#N/A;#N/A;OneWorld;909;470,55;0;390,44;1
45199;14/03/2017;E041119;LHR;LHR;FRA;London - Frankfurt;British Airways;British Airways;C;14-20 days;International;No;#N/A;#N/A;#N/A;OneWorld;406;379,71;0;174,15;1
45250;14/03/2017;E079068;SFO;MSP;LAS;Minneapolis/St. Paul - Las Vegas;Delta;Delta;Y;14-20 days;Domestic;No;#N/A;#N/A;#N/A;SkyTeam;1298;753,83;0;505,05;1
45250;14/03/2017;E079068;SFO;TPA;MSP;Tampa - Minneapolis/St. Paul;Delta;Delta;Y;14-20 days;Domestic;No;#N/A;#N/A;#N/A;SkyTeam;1309;753,83;0;509,34;1
45251;14/03/2017;E283320;PHL;IND;DCA;Indianapolis - Washington;American Airlines;American Airlines;Y;14-20 days;Domestic;Yes;#N/A;#N/A;#N/A;OneWorld;498;242,86;0;213,71;1
45259;14/03/2017;E081225;LHR;BOS;LAS;Boston - Las Vegas;JetBlue;JetBlue;Y;14-20 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;2377;915,95;0;925,08;1
45275;14/03/2017;E061178;SYD;SYD;AKL;Sydney - Auckland;Qantas Airways;Qantas Airways;Y;14-20 days;International;Yes;#N/A;#N/A;#N/A;OneWorld;1344;651,85;342,97;522,99;1
45777;14/03/2017;E199253;SFO;SFO;ORD;San Francisco - Chicago;United;United;Y;14-20 days;Domestic;No;#N/A;#N/A;#N/A;StarAlliance;1843;456,61;80,72;717,6;1
46325;14/03/2017;E078928;SYD;SYD;HND;Sydney - Tokyo;Qantas Airways;Qantas Airways;C;>20 days;International;No;#N/A;#N/A;#N/A;OneWorld;4862;3894,38;0;1892,67;1
46691;14/03/2017;E171174;FRA;FRA;DME;Frankfurt - Moscow;Lufthansa;Lufthansa;Y;7-13 days;International;Yes;#N/A;#N/A;#N/A;StarAlliance;1272;578,12;0;495,3;1
46920;14/03/2017;E127660;PHL;PHL;DFW;Philadelphia - Dallas;American Airlines;American Airlines;Y;7-13 days;Domestic;Yes;#N/A;#N/A;#N/A;OneWorld;1301;493,2;0;506,61;1
47125;14/03/2017;E280139;FRA;TXL;FRA;Berlin - Frankfurt;Lufthansa;Lufthansa;Y;7-13 days;Domestic;Yes;#N/A;#N/A;#N/A;StarAlliance;268;314,42;0;142,04;1
47288;14/03/2017;E267994;PHL;CLT;PDX;Charlotte - Portland;American Airlines;American Airlines;Y;7-13 days;Domestic;Yes;#N/A;#N/A;#N/A;OneWorld;2279;1087,25;0;887,25;1
47288;14/03/2017;E267994;PHL;PHL;CLT;Philadelphia - Charlotte;American Airlines;American Airlines;Y;7-13 days;Domestic;No;#N/A;#N/A;#N/A;OneWorld;448;1087,25;0;192,21;1
47358;14/03/2017;E090279;LHR;LHR;PHX;London - Phoenix;British Airways;British Airways;F;7-13 days;International;Yes;#N/A;#N/A;#N/A;OneWorld;5264;8836,71;0;2049,45;1
47397;14/03/2017;E104270;SYD;BNE;SYD;Brisbane - Sydney;Qantas Airways;Qantas Airways;Y;2-6 days;International;No;#N/A;#N/A;#N/A;OneWorld;467;1126,85;0;200,38;1
47426;14/03/2017;E020895;SYD;SYD;AKL;Sydney - Auckland;Qantas Airways;Qantas Airways;Y;7-13 days;International;No;#N/A;#N/A;#N/A;OneWorld;1344;376,69;26,9;522,99;1
47428;14/03/2017;E177087;SFO;PDX;SFO;Portland - San Francisco;United;United;Y;7-13 days;Domestic;No;#N/A;#N/A;#N/A;StarAlliance;550;339,92;22,04;236,5;1
47812;14/03/2017;E296921;SFO;LAX;LAS;Los Angeles - Las Vegas;American Airlines;American Airlines;Y;7-13 days;Domestic;No;#N/A;#N/A;#N/A;OneWorld;236;65,57;35,45;125,08;1
47958;14/03/2017;E123464;SYD;SYD;MEL;Sydney - Melbourne;Virgin Australia;Virgin Australia;Y;7-13 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;438;156,66;0;187,91;1
48179;14/03/2017;E284913;SFO;OAK;AUS;Oakland - Austin;Southwest;Southwest;Y;7-13 days;Domestic;Yes;#N/A;#N/A;#N/A;No Alliance;1496;272,67;0;582,27;1
48181;14/03/2017;E276948;SFO;SLC;SEA;Salt Lake City - Seattle;Delta;Delta;Y;7-13 days;Domestic;No;#N/A;#N/A;#N/A;SkyTeam;688;439,27;0;295,41;1
48191;14/03/2017;E261658;SFO;OAK;DEN;Oakland - Denver;Southwest;Southwest;Y;7-13 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;954;449,01;0;409,79;1
48193;14/03/2017;E221596;SFO;SFO;FRA;San Francisco - Frankfurt;United;United;C;>20 days;International;Yes;#N/A;#N/A;#N/A;StarAlliance;5690;8662,55;0;2215,2;1
48225;14/03/2017;E299276;PHL;SLC;PHL;Salt Lake City - Philadelphia;Delta;Delta;Y;7-13 days;Domestic;No;#N/A;#N/A;#N/A;SkyTeam;1923;1135,96;0;748,8;1
48231;14/03/2017;E139782;MEX;MIA;GRU;Miami - Sao Paulo;American Airlines;American Airlines;Y;7-13 days;International;Yes;#N/A;#N/A;#N/A;OneWorld;4089;1717,46;0;1591,59;1
48473;14/03/2017;E201894;SFO;BOI;SFO;Boise - San Francisco;United;United;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;StarAlliance;522;88,41;0;224,03;1
48473;14/03/2017;E201894;SFO;SFO;ATL;San Francisco - Atlanta;United;United;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;StarAlliance;2135;88,41;0;831,09;1
48504;14/03/2017;E144560;MEX;MIA;MEX;Miami - Mexico City;American Airlines;American Airlines;Y;2-6 days;International;No;#N/A;#N/A;#N/A;OneWorld;1276;852,51;0;496,86;1
48529;14/03/2017;E146647;SFO;SJC;LAS;San Jose - Las Vegas;Southwest;Southwest;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;386;0;0;165,55;1
48529;14/03/2017;E146647;SFO;SJC;LAS;San Jose - Las Vegas;Southwest;Southwest;Y;2-6 days;Domestic;Yes;#N/A;#N/A;#N/A;No Alliance;386;0;0;165,55;1
48534;14/03/2017;E177407;PHL;LSE;ORD;La Crosse - Chicago;American Airlines;American Airlines;Y;2-6 days;Domestic;Yes;#N/A;#N/A;#N/A;OneWorld;214;414,23;0;113,42;1
48534;14/03/2017;E177407;PHL;ORD;SFO;Chicago - San Francisco;United;United;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;StarAlliance;1843;131,97;0;717,6;1
48611;14/03/2017;E121194;SYD;SYD;BNE;Sydney - Brisbane;Virgin Australia;Virgin Australia;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;467;307,42;189,14;200,38;1
48613;14/03/2017;E154779;FRA;BOS;IAH;Boston - Houston;United;United;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;StarAlliance;1596;949,45;0;621,27;1
48631;14/03/2017;E208256;FRA;MAD;FRA;Madrid - Frankfurt;Lufthansa;Lufthansa;Y;2-6 days;International;Yes;#N/A;#N/A;#N/A;StarAlliance;884;359,12;0;379,69;1
48635;14/03/2017;E069905;SYD;SYD;MEL;Sydney - Melbourne;Qantas Airways;Qantas Airways;Y;2-6 days;Domestic;Yes;#N/A;#N/A;#N/A;OneWorld;438;396,03;0;187,91;1
48738;14/03/2017;E250289;PHL;CHS;CLT;Charleston - Charlotte;American Airlines;American Airlines;W;2-6 days;Domestic;No;#N/A;#N/A;#N/A;OneWorld;169;905,67;0;89,04;1
48738;14/03/2017;E250289;PHL;CLT;CHS;Charlotte - Charleston;American Airlines;American Airlines;W;2-6 days;Domestic;No;#N/A;#N/A;#N/A;OneWorld;169;905,67;0;89,04;1
48738;14/03/2017;E250289;PHL;CLT;RDU;Charlotte - Raleigh;American Airlines;American Airlines;W;2-6 days;Domestic;Yes;#N/A;#N/A;#N/A;OneWorld;129;905,67;0;68,37;1
48738;14/03/2017;E250289;PHL;RDU;CLT;Raleigh - Charlotte;American Airlines;American Airlines;W;2-6 days;Domestic;No;#N/A;#N/A;#N/A;OneWorld;129;905,67;0;68,37;1
48820;14/03/2017;E199816;MEX;MIA;LAS;Miami - Las Vegas;American Airlines;American Airlines;Y;2-6 days;Domestic;Yes;#N/A;#N/A;#N/A;OneWorld;2173;405,83;0;845,91;1
48883;14/03/2017;E243160;SFO;SAN;PDX;San Diego - Portland;Southwest;Southwest;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;934;557,17;0;400,76;1
48898;14/03/2017;E110484;SYD;MEL;ADL;Melbourne - Adelaide;Qantas Airways;Qantas Airways;Y;2-6 days;Domestic;Yes;#N/A;#N/A;#N/A;OneWorld;399;487,43;0;171,14;1
48942;14/03/2017;E214716;PHL;PHL;MSP;Philadelphia - Minneapolis/St. Paul;Delta;Delta;Y;2-6 days;Domestic;Yes;#N/A;#N/A;#N/A;SkyTeam;978;528,48;17,61;420,11;1
49088;14/03/2017;E286888;PHL;SDF;MDW;Louisville - Chicago;Southwest;Southwest;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;271;419,11;0;143,63;1
49220;14/03/2017;E235856;SFO;AEP;GRU;Buenos Aires - Sao Paulo;Aerolineas Argen;Aerolineas Argen;Y;2-6 days;International;Yes;#N/A;#N/A;#N/A;SkyTeam;1052;481,53;0;409,89;1
49223;14/03/2017;E199520;SFO;SFO;ORD;San Francisco - Chicago;United;United;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;StarAlliance;1843;237,62;0;717,6;1
49224;14/03/2017;E166370;SFO;FRA;HAJ;Frankfurt - Hanover;Lufthansa;Lufthansa;C;>20 days;International;No;#N/A;#N/A;#N/A;StarAlliance;174;13116,95;0;91,69;1
49224;14/03/2017;E166370;SFO;FRA;HAJ;Frankfurt - Hanover;Lufthansa;Lufthansa;C;>20 days;International;No;#N/A;#N/A;#N/A;StarAlliance;174;10464,72;0;91,69;1
49239;14/03/2017;E137521;SFO;SFO;YYZ;San Francisco - Toronto;Air Canada;Air Canada;Y;2-6 days;International;No;#N/A;#N/A;#N/A;StarAlliance;2256;1860,37;0;878,28;1
49264;14/03/2017;E181819;MEX;MIA;SJO;Miami - San Jose;American Airlines;American Airlines;C;2-6 days;International;No;#N/A;#N/A;#N/A;OneWorld;1125;845,44;0;437,97;1
49340;14/03/2017;E012908;SFO;MEL;BNE;Melbourne - Brisbane;Qantas Airways;Qantas Airways;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;OneWorld;858;111,8;0;368,51;1
49573;14/03/2017;E216566;SFO;MSP;SFO;Minneapolis/St. Paul - San Francisco;Delta;Delta;Y;2-6 days;Domestic;No;#N/A;#N/A;#N/A;SkyTeam;1587;992,47;0;617,76;1
49595;14/03/2017;E091364;LHR;LGW;AMS;London - Amsterdam;British Airways;British Airways;Y;2-6 days;International;No;#N/A;#N/A;#N/A;OneWorld;227;306,55;199,99;120,31;1
49618;14/03/2017;E062171;LHR;LHR;AMS;London - Amsterdam;British Airways;British Airways;Y;2-6 days;International;No;#N/A;#N/A;#N/A;OneWorld;230;715,8;0;121,9;1
49719;14/03/2017;E059597;SYD;BNE;SYD;Brisbane - Sydney;Qantas Airways;Qantas Airways;Y;2-6 days;Domestic;Yes;#N/A;#N/A;#N/A;OneWorld;467;93,56;0;200,38;1
49727;14/03/2017;E253462;SFO;ORD;LAX;Chicago - Los Angeles;American Airlines;American Airlines;Y;2-6 days;Domestic;Yes;#N/A;#N/A;#N/A;OneWorld;1742;139,19;0;678,21;1
7156;13/03/2017;E225935;SFO;LGA;XNA;New York - Fayetteville;US Airways;US Airways;F;7-13 days;Domestic;Yes;#N/A;#N/A;#N/A;OneWorld;1145;793,91;0;445,77;1
7156;13/03/2017;E225935;SFO;PHL;LGA;Philadelphia - New York;US Airways;US Airways;Y;7-13 days;Domestic;Yes;#N/A;#N/A;#N/A;OneWorld;95;793,91;0;50,35;1
40313;13/03/2017;E090926;FRA;ZRH;HAJ;Zurich - Hanover;SWISS;SWISS;Y;>20 days;International;No;#N/A;#N/A;#N/A;StarAlliance;349;561,85;44,34;149,64;1
40422;13/03/2017;E178093;FRA;FRA;BOS;Frankfurt - Boston;United;United;Y;>20 days;International;No;#N/A;#N/A;#N/A;StarAlliance;3663;1057,77;0;1425,84;1
40846;13/03/2017;E034346;LHR;LHR;ATL;London - Atlanta;British Airways;British Airways;F;>20 days;International;No;#N/A;#N/A;#N/A;OneWorld;4206;4006,91;0;1637,61;1
42356;13/03/2017;E149251;FRA;IAD;IAH;Washington - Houston;United;United;Y;>20 days;International;Yes;#N/A;#N/A;#N/A;StarAlliance;1189;630;0;463,32;1
42356;13/03/2017;E149251;FRA;IAH;GRU;Houston - Sao Paulo;United;United;Y;>20 days;International;No;#N/A;#N/A;#N/A;StarAlliance;4916;630;0;1913,73;1
42369;13/03/2017;E157200;FRA;SJC;LAS;San Jose - Las Vegas;Delta;Delta;Y;>20 days;Domestic;Yes;#N/A;#N/A;#N/A;SkyTeam;386;80,8;0;165,55;1
43401;13/03/2017;E032510;LHR;ACC;LHR;Accra - London;British Airways;British Airways;Y;7-13 days;International;No;#N/A;#N/A;#N/A;OneWorld;3172;0;0;1234,74;1
43401;13/03/2017;E032510;LHR;ACC;LHR;Accra - London;British Airways;British Airways;Y;7-13 days;International;No;#N/A;#N/A;#N/A;OneWorld;3172;690,22;0;1234,74;1
43420;13/03/2017;E276272;SFO;IAD;SFO;Washington - San Francisco;United;United;Y;>20 days;Domestic;No;#N/A;#N/A;#N/A;StarAlliance;2414;207,91;0;940,29;1
43758;13/03/2017;E249456;SFO;DEN;PHX;Denver - Phoenix;Southwest;Southwest;Y;14-20 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;601;625,95;0;258;1
43758;13/03/2017;E249456;SFO;DEN;PHX;Denver - Phoenix;Southwest;Southwest;Y;14-20 days;Domestic;Yes;#N/A;#N/A;#N/A;No Alliance;601;630,45;0;258;1
44253;13/03/2017;E017597;MEX;MXP;FRA;Milan - Frankfurt;Lufthansa;Lufthansa;Y;14-20 days;International;No;#N/A;#N/A;#N/A;StarAlliance;304;304,66;0;161,12;1
44274;13/03/2017;E213367;SFO;MIA;GRU;Miami - Sao Paulo;American Airlines;American Airlines;Y;14-20 days;International;No;#N/A;#N/A;#N/A;OneWorld;4089;564,74;0;1591,59;1
44490;13/03/2017;E095568;SFO;LHR;DUS;London - Dusseldorf;British Airways;British Airways;Y;14-20 days;International;No;#N/A;#N/A;#N/A;OneWorld;311;398,42;60,31;164,3;1
44845;13/03/2017;E157554;SFO;IAD;BRU;Washington - Brussels;Brussels Airlines;Brussels Airlines;Y;14-20 days;International;No;#N/A;#N/A;#N/A;StarAlliance;3885;2146,22;0;1512,42;1
44845;13/03/2017;E157554;SFO;SYR;IAD;Syracuse - Washington;Brussels Airlines;Brussels Airlines;Y;14-20 days;International;No;#N/A;#N/A;#N/A;StarAlliance;296;2146,22;0;156,35;1
44940;13/03/2017;E200527;PVG;BNA;DTW;Nashville - Detroit;Delta;Delta;Y;14-20 days;Domestic;Yes;#N/A;#N/A;#N/A;SkyTeam;457;457,68;0;196,08;1
44940;13/03/2017;E200527;PVG;DTW;SFO;Detroit - San Francisco;Delta;Delta;Y;14-20 days;Domestic;No;#N/A;#N/A;#N/A;SkyTeam;2076;457,68;0;808,08;1
44941;13/03/2017;E292860;MEX;EZE;GRU;Buenos Aires - Sao Paulo;Qatar Airways;Qatar Airways;C;14-20 days;International;No;#N/A;#N/A;#N/A;OneWorld;1068;825,92;0;415,74;1
44951;13/03/2017;E236190;SFO;SFO;LHR;San Francisco - London;United;United;Y;14-20 days;International;No;#N/A;#N/A;#N/A;StarAlliance;5359;1503,47;0;2086,5;1
44981;13/03/2017;E172264;SFO;SFO;LAS;San Francisco - Las Vegas;Southwest;Southwest;Y;14-20 days;Domestic;No;#N/A;#N/A;#N/A;No Alliance;414;118,82;0;177,59;1
45295;13/03/2017;E299238;PHL;BDL;IAD;Hartford - Washington;United;United;Y;14-20 days;Domestic;No;#N/A;#N/A;#N/A;StarAlliance;326;836,64;0;139,32;1
45295;13/03/2017;E299238;PHL;IAD;SFO;Washington - San Francisco;United;United;Y;14-20 days;Domestic;No;#N/A;#N/A;#N/A;StarAlliance;2414;836,64;0;940,29;1
45313;13/03/2017;E298205;SFO;BOS;SFO;Boston - San Francisco;United;United;Y;14-20 days;Domestic;No;#N/A;#N/A;#N/A;StarAlliance;2700;949,66;0;1051,05;1
45457;13/03/2017;E023550;LHR;JFK;LAS;New York - Las Vegas;American Airlines;American Airlines;F;14-20 days;International;No;#N/A;#N/A;#N/A;OneWorld;2244;3031,22;0;873,6;1
45468;13/03/2017;E004551;LHR;LHR;FRA;London - Frankfurt;British Airways;British Airways;Y;14-20 days;International;No;#N/A;#N/A;#N/A;OneWorld;406;481,52;0;174,15;1
45662;13/03/2017;E134406;YVR;ORD;ZRH;Chicago - Zurich;SWISS;SWISS;Y;14-20 days;International;No;#N/A;#N/A;#N/A;StarAlliance;4436;1495,94;0;1726,92;1
45662;13/03/2017;E134406;YVR;ORD;ZRH;Chicago - Zurich;SWISS;SWISS;C;14-20 days;International;No;#N/A;#N/A;#N/A;StarAlliance;4436;1495,94;0;1726,92;1
45762;13/03/2017;E064758;PHL;DTW;LAS;Detroit - Las Vegas;Delta;Delta;Y;14-20 days;Domestic;No;#N/A;#N/A;#N/A;SkyTeam;1746;462,66;0;679,77;1
46260;13/03/2017;E236035;SFO;IAH;PBI;Houston - West Palm Beach;United;United;Y;7-13 days;Domestic;No;#N/A;#N/A;#N/A;StarAlliance;954;668,62;0;409,36;1
46260;13/03/2017;E236035;SFO;IAH;PBI;Houston - West Palm Beach;United;United;Y;7-13 days;Domestic;Yes;#N/A;#N/A;#N/A;StarAlliance;954;690,29;0;409,36;1
46521;13/03/2017;E252825;SFO;LGA;DFW;New York - Dallas;American Airlines;American Airlines;Y;2-6 days;International;No;#N/A;#N/A;#N/A;OneWorld;1388;720,1;0;540,15;1
46521;13/03/2017;E252825;SFO;YUL;LGA;Dorval - New York;American Airlines;American Airlines;Y;2-6 days;International;Yes;#N/A;#N/A;#N/A;OneWorld;324;720,1;0;138,89;1
47172;13/03/2017;E294149;SFO;CPH;HAJ;Copenhagen - Hanover;SAS;SAS;Y;7-13 days;International;No;#N/A;#N/A;#N/A;StarAlliance;249;539,19;0;131,97;1
47241;13/03/2017;E036805;LHR;DUB;MAN;Dublin - Manchester;Aer Lingus;Aer Lingus;Y;7-13 days;International;Yes;#N/A;#N/A;#N/A;OneWorld;164;771,2;0;86,92;1
47241;13/03/2017;E036805;LHR;MAN;HAJ;Manchester - Hanover;Flybe;Flybe;Y;7-13 days;International;No;#N/A;#N/A;#N/A;No Alliance;502;771,2;0;215,43;1
